validity,issue,url
1,"TITLE: testAllProps set twice BODY: `ModernizrProto.testAllProps = testPropsAll;`, and then a few lines later, `ModernizrProto.testAllProps = testAllProps;` (or in a minified version, I have `…,w.testAllProps=v,w.testAllProps=y,…`). Sorry if I've misunderstood something, but it doesn't seem right - especially as the function has a different signature each time.
",https://github.com/Modernizr/Modernizr/issues/1645
1,"TITLE: chunit test false positive for MSIE BODY: While Internet Explorer actually does support the `ch` unit, the test should always report negative.
The `ch` unit is worded in the CSS Values and Units Module Level 3 as:

> Equal to the used advance measure of the ""0"" (ZERO, U+0030) glyph found in the font used to render it.
> &mdash; http://www.w3.org/TR/css3-values/#font-relative-lengths

The advance measure (or advance width, or simply advance) of a font glyph consists of the distance between the glyph's initial pen position and the next glyph's initial pen position.

By that definition `1ch` is equal the width of the ZERO glyph itself and the width of the sidebearings (the amount of space that pads the glyph outline on either side).

In Internet Explorer (and possibly Edge, I have not tested yet) the `ch` unit is based on only the width of the ZERO glyph itself. This results in `1ch` representing a drastically shorter distance than should be and makes it essentially useless for scenarios where one would otherwise intend to use the `ch` unit. (E.g. carefully balancing the widths of table cells to allow a set amount of digits or characters.)

---

Accompanying jsfiddle that illustrates the IE bug: http://jsfiddle.net/Ln8z69e8/
Updated jsfiddle that contains a correctly functioning Modernizr 2.x test: http://jsfiddle.net/Ln8z69e8/2/
",https://github.com/Modernizr/Modernizr/issues/1649
2,"TITLE: Configuration Options not working BODY: I'm using the following code to build modernizr:

``` javascript
var fs = require('fs');
var modernizr = require(""modernizr"");
var modernizrConfig = JSON.parse('' + fs.readFileSync('config.json'));

modernizr.build(modernizrConfig, function (result) {
    fs.writeFileSync('modernizr.js', result);
});
```

And my `config.json` looks like this:

``` json
{
    ""classPrefix"": ""test"",
    ""enableJSClass"": false,
    ""enableClasses"": false
}
```

However, when I build modernizr, it still sets css classes.
I look into the resulting build file, and I see this:

``` javascript
// Any settings that don't work as separate modules
// can go in here as configuration.
_config: {
    'classPrefix' : 'test',
    'enableClasses' : true,
    'enableJSClass' : true,
    'usePrefixes' : true
},
```
",https://github.com/Modernizr/Modernizr/issues/1663
2,"TITLE: Emoji test produces false negative in Firefox 41.0 on OS X 10.10 BODY: The Emoji test is producing a false negative in the Firefox stable on OSX 10.10.

Test case: https://jsbin.com/vuseci/edit?html,css,js,output
(uses https://modernizr.com/download/?canvas-canvastext-emoji-dontmin-setclasses)

Reduced: https://jsbin.com/caniva/edit?html,js,output
",https://github.com/Modernizr/Modernizr/issues/1688
2,"TITLE: transform3d detected false in chrome BODY: Chrome version: 45.0.2454.101 m

``` javascript
testStyles(mq, function( elem ) {
  ret = elem.offsetLeft === 9 && elem.offsetHeight === 5;
  // here, elem.offsetLeft is 8 and elem.offsetHeight is 0
});
```
",https://github.com/Modernizr/Modernizr/issues/1690
2,"TITLE: Certain builds contain syntax errors BODY: Unsure which specific thing causes this since inputtypes seems to work on it's own...?

This is in the output:

![http://slex.me/image/0G2f113m0n1M/Screen%20Shot%202015-10-13%20at%202.43.50%20AM.png](http://slex.me/image/0G2f113m0n1M/Screen%20Shot%202015-10-13%20at%202.43.50%20AM.png)

Original issue: https://github.com/Modernizr/Modernizr/issues/409#issuecomment-147628057 - cc @ radekolbas

Here's a codepen with this output:

https://codepen.io/anon/pen/xwLabm

Here's the original build link:

https://modernizr.com/download/?apng-backdropfilter-backgroundblendmode-backgroundcliptext-backgroundsize-bgpositionshorthand-bgpositionxy-bgrepeatspace_bgrepeatround-bgsizecover-borderimage-borderradius-boxshadow-boxsizing-canvas-canvastext-checked-cssall-cssanimations-csscalc-csschunit-csscolumns-cssescape-cssexunit-cssfilters-cssgradients-csshyphens_softhyphens_softhyphensfind-cssinvalid-cssmask-csspointerevents-csspositionsticky-csspseudoanimations-csspseudotransitions-cssreflections-cssremunit-cssresize-cssscrollbar-csstransforms-csstransforms3d-csstransitions-cssvalid-cssvhunit-cssvmaxunit-cssvwunit-cubicbezierrange-devicemotion_deviceorientation-displaytable-ellipsis-flexbox-flexwrap-fontface-generatedcontent-hiddenscroll-hsla-ie8compat-inlinesvg-inputtypes-lastchild-mediaqueries-multiplebgs-nthchild-objectfit-opacity-overflowscrolling-preserve3d-regions-rgba-shapes-siblinggeneral-subpixelfont-supports-svg-svgclippaths-svgfilters-svgforeignobject-target-textalignlast-textshadow-userselect-willchange-wrapflow-printshiv-setclasses
",https://github.com/Modernizr/Modernizr/issues/1707
5,"TITLE: webkit bug (csstransforms3d) BODY: The error occurs in the browser webkit! 
Csstransforms3d = false if you change Zomm = 90% ??? O_o 
csstransforms3d = true if you change Zomm = 100%

[DEMO img](https://www.dropbox.com/s/nb6v6serrycoc6e/111111111111.PNG?dl=0)

[test file:](https://www.dropbox.com/s/bey81e9exuw0xl3/bag.html?dl=0)

My config:

``` javascript
{
  ""minify"": true,
  ""options"": [
    ""domPrefixes"",
    ""prefixes"",
    ""prefixed"",
    ""prefixedCSS"",
    ""setClasses""
  ],
  ""feature-detects"": [
    ""test/css/filters"",
    ""test/touchevents"",
    ""test/css/transforms"",
    ""test/css/transforms3d"",
    ""test/css/transitions"",
    ""test/css/flexboxlegacy"",
    ""test/img/webp""
  ]
}
```
",https://github.com/Modernizr/Modernizr/issues/1726
3,"TITLE: Installing using Build-URL via Bower strips off dash in class-prefix BODY: When using `https://modernizr.com/download?dontmin-setClasses-cssclassprefix:has-.zip` as Bower dependency, the resulting custom build contains `'classPrefix' : ""has""`, missing the `-`.
",https://github.com/Modernizr/Modernizr/issues/1736
2,"TITLE: Breaking change in no-js/js behavior moving from v2 to v3 BODY: Modernizr v2.x removes out the `no-js` class and then **unconditionally** adds a `js` class, whether `no-js` was present or not.

Modernizr v3.x changes this behavior and will **swap** the `no-js` class with the `js` class.

If you send a document that does _not_ set the `no-js` class initially, this may lead to the rendering of the document completely breaking. 

There is no migration guide that mentions this type of change. The API documentation for the new `enableJSClasses` option mentions: ""Whether or not to update `.no-js` to `.js` on the root element."", but the actual entry in the 3.x release notes mentions: ""New `enableJSClass` build option, which determines whether or not to add js/no-js classes to the <html> element when Modernizr runs; true by default (#1385)""

The behavior should either be rectified or there should be a much **much** more clear indication to users that are upgrading, that this behavior has changed.
",https://github.com/Modernizr/Modernizr/issues/1742
3,"TITLE: Detect data URI in links support with Modernizr BODY: Using data URI in links (<a href=""data:) is not supported in IE and Microsoft Edge. MSDN claims that this is [for security reasons](https://msdn.microsoft.com/en-us/library/cc848897.aspx).

I'm trying to use Modernizr to detect data URI in links support.

`Modernizr.datauri` is not quite what I'm looking for, as it does not tell anything about support data URI **in links**, e.g. for Microsoft Edge it returns object `{over32kb: true}`

How can I detect using Modernizr if data URI in links is supported in browser?
",https://github.com/Modernizr/Modernizr/issues/1747
1,"TITLE: CSS ""vw unit"" test fails when <body> css is ""overflow-y: scroll"" BODY: Hi
in this closed issue #1410 we found that if you set up CSS to ""overflow-y: scroll"" on body, test fails and return FALSE even if you use last FF or Chrome which surely supports view port units.

``` css
body {
    overflow: scroll;
}
```
",https://github.com/Modernizr/Modernizr/issues/1752
3,"TITLE: Modernizr.csstransforms3d returns false negative in chrome 46 BODY: Chrome Version 46.0.2490.80 m
http://www.vqconstruction.com/services/

I believe the use of the defer or async attribute causes the false negative on this page about 10% of the time.
",https://github.com/Modernizr/Modernizr/issues/1753
5,"TITLE: Add feature test for box-decoration-break BODY: Recently I've been stumbling into use cases for the box-decoration-break property, but haven't implemented any as I havent found a way to write a feature test for this. Is this something that could be implemented into Modernizr?

Thanks, and kind regards,

Gerben van Dijk, Qikker Online
",https://github.com/Modernizr/Modernizr/issues/1762
4,"TITLE: hiddenscroll not working on Chrome (OS X) BODY: On OS X El Capitan with Chrome 46.0.2490.86 (64-bit) `Modernizr.hiddenscroll` returns true even if the scrollbars are set to ""show always"".

On Firefox everything works correctly.
",https://github.com/Modernizr/Modernizr/issues/1771
5,"TITLE: Builder on site returning undefined BODY: I'm getting the file `modernizr-custom.js` with just `undefined` inside, using this url

https://modernizr.com/download?cookies-csstransforms-csstransforms3d-csstransitions-flexbox-flexboxlegacy-hashchange-history-hsla-inlinesvg-localstorage-opacity-placeholder-rgba-sessionstorage-svgasimg-svgfilters-setclasses

Happening on Firefox and Chrome. The devtools shows nothing wrong (script exception or such)
",https://github.com/Modernizr/Modernizr/issues/1780
2,"TITLE: Using csshyphens test breaks anchors on page load BODY: Steps to reproduce:
Load a page using the Modernizr csshyphens test with an anchor/hash in the URL e.g. https://github.com/#some-anchor-link

Observed behaviour:
Page initially moves to desired element but then jumps back up to the top of the page

Desired behaviour:
Anchors should be respected on page load.

Notes:
It took me an age to get to the bottom of this and I was concerned that I might not be correct about the cause of the issue so I created a standalone test. Below are links to two basic HTML files that reference a full development build of Modernizr with and without the csshyphens test. The one with csshyphens test creates the issue described above. The one without works as expected.

With hyphens:
http://alexbaulch.com/modernizr-hyphens-issue/modernizr-with-hyphens.html#section-3

Without hyphens
http://alexbaulch.com/modernizr-hyphens-issue/modernizr-without-hyphens.html#section-3
",https://github.com/Modernizr/Modernizr/issues/1781
3,"TITLE: Modernizr v3 flash detect always returning {block: true} on Mac Safari 9.0 and Windows 10 Edge BODY: On Mac Safari v9 and Windows 10 Edge browser flash detects always returns {block:true}, works fine on other browsers.
",https://github.com/Modernizr/Modernizr/issues/1789
4,"TITLE: @font-face false negative on Android/Firefox 42.0.2 BODY: current @font-face detection returning false on android/firefox (version testet on: android 5.1/6.0, firefox 42.0.2)

@font-face is working well
",https://github.com/Modernizr/Modernizr/issues/1792
1,"TITLE: false detect: CSS-filters, svg-filters BODY: Hi there,

I’m trying to use css-filters with fallback via svg-filters on my web site. Although both are not working on Android stock browser (Samsung Galaxy S5) and Internet Explorer 12 (Windows 7), modernizr puts on both test devices the classes .cssfilters and .svgfilters to the html element.

Would be nice if this could be fixed.

As far as I could get, Internet Explorer supports svg filters only on elements included in the svg (so not via filter: url(filter.svg#filter);). Maybe it would be a good idea to differentiate between svg filters being used in an svg and svg filters being used in a css property.

edit: seems like this is an older problem mentioned in #606 – is there any update?
",https://github.com/Modernizr/Modernizr/issues/1797
5,"TITLE: No longer possible to pass path to custom tests to Modernizr.build BODY: It's no longer possible to pass the paths to custom tests to Modernizr.build, as it fails trying to load the property while generating the buildQuery. This used to work with previous versions of Modernizr v3.
",https://github.com/Modernizr/Modernizr/issues/1799
4,"TITLE: Updated Test for CSS Scroll Snap  BODY: Hey again guys.

I opened a previous case on this (https://github.com/Modernizr/Modernizr/issues/1777) and the test I proposed for detecting scroll snap points was implemented.

However, I've revised it and wanted your feedback

```
  //detect if we support scroll snap or not (not the best but should work)
  var scrollSnap = false;
  if ('webkitScrollSnapType' in document.documentElement.style) {
    scrollSnap = true;
  } else if ('msScrollSnapType' in document.documentElement.style) {
    scrollSnap = true;
  } else if ('scrollSnapType' in document.documentElement.style) {
    scrollSnap = true;
  }
```

This way we can detect support by checking `scrollSnap` to see if it's true.

Also I wanted to know how you guys handle partial support? Because FF Supports the current standard really well, however both Safari and IE10+ support it but only certain parts of the spec. I'm not sure if they should return true or false. I could build a more comprehensive test that checks for all the good parts of the spec you actually need and return true or false?

I would personally really like a multi test that tells me either it's fully supported or only partially supported (so people can build conditionally based on that)

I've also written an article and examples that might be useful 
- SitePoint Article: http://www.sitepoint.com/intuitive-scrolling-interfaces-with-css-scroll-snap-points/
- Full page example: http://codepen.io/SitePoint/pen/EPapXK/
- Lots of smaller examples on my codepen: http://codepen.io/simoncodrington/pens/public/?grid_type=list

I'm trying to build that example so it works well in both IE10+, Safari + FireFox (as without some support for some properties of the spec it doesn't work reliably)

Have a good day!

Simon
",https://github.com/Modernizr/Modernizr/issues/1800
4,"TITLE: vh unit issue on ios safari BODY: Even though the latest ios safari supports vh units, modernizr is passing negative class ""no-cssvhunit"".
",https://github.com/Modernizr/Modernizr/issues/1805
4,"TITLE: New getUserMedia API BODY: I'm working on [updating HTML5Rocks article on `getUserMedia`](https://github.com/html5rocks/www.html5rocks.com/issues/1417) to reflect changes made to the spec and implementations.
The article suggests feature detection using Modernizr, but [currently Modernizr doesn't support new API](https://github.com/Modernizr/Modernizr/blob/5e3f359bfc9aa511543ece60bd8a6ea8aa7defd3/feature-detects/webrtc/getusermedia.js). So I'm thinking about sending a PR :-)

How should I do? Adding feature detection of the new API to the current test doesn't sound good as the new API is now Promise-based and relocated to `navigator.mediaDevices.getUserMedia()`. So I'm thinking about adding a separate test targeting new API, but wondering what I should call it.
",https://github.com/Modernizr/Modernizr/issues/1812
2,"TITLE: Modernizr.csstransforms3d returns false negative in chrome iFrame BODY: See https://github.com/Modernizr/Modernizr/issues/590 for details and https://code.google.com/p/chromium/issues/detail?id=129004 for some background
",https://github.com/Modernizr/Modernizr/issues/1817
2,"TITLE: No no-js→js swap if Add CSS Classes is unselected BODY: If “Add CSS Classes” is unchecked when selecting detects, the html no-js→js class swap is not made, because the code that make it doesn't exist in the build.  
But source, when “Add CSS Classes” is selected, says: 
`// Change `no-js` to `js` (independently of the `enableClasses` option)`
",https://github.com/Modernizr/Modernizr/issues/1826
2,"TITLE: Modernizr.localizednumber moves head below body BODY: I randomly noticed that when running an unminified full build version of Modernizr 3.3.0, the DOM was being changed so that the head element was ending up below body.

I've narrowed it down to the localizednumber test, and its setting of the root variable.

Probably not a big problem, but I doubt that this is intended.
",https://github.com/Modernizr/Modernizr/issues/1836
2,"TITLE: `datauri` false negative in Firefox 43.0.x BODY: Modernizr version is 3.3.1.
Did anyone else experience this?

The operating systems this was logged with to our error logging are OSX 10.10, Win 7, Win 10 and Win Vista so it seems its a general Firefox problem?
",https://github.com/Modernizr/Modernizr/issues/1846
1,"TITLE: bug forms/inputnumber-l10n BODY: if i use this feature after update page occur scroll to bottom page
",https://github.com/Modernizr/Modernizr/issues/1850
5,"TITLE: Publish each feature detect as a stand-alone npm module BODY: Similar to what lodash does with its publishing, I think it would be nice if modernizr published each feature detect as a stand alone module.  For example, I would really like to just `var supportsHistory = require('modernizr.history')()`, but instead I just copied out the [one test my module needs](https://github.com/wesleytodd/nighthawk/blob/master/lib/supports-push-state.js).
",https://github.com/Modernizr/Modernizr/issues/1861
3,"TITLE: Possible to add Dolby Digital Plus to Modernizr? BODY: Hey Team!
I have been speaking to Patrick Kettner about adding Dolby Digital Plus to Modernizr.
I had talked about adding the following support:

bool.dolbydigitalplus = elem.canPlayType('audio/mp4; codecs=""ec-3""') .replace(/^no$/, '');

The only issue I found was that sometimes the canPlayType can throw a false positive on older browsers for ec-3.  I have been hard coding the detection for Windows Edge and Safari 9 (El Capitan) presently however any comments would be much appreciated!  If supporting these browsers is not an issue then I imagine the above code could be implemented fairly quickly..

iPhone 4s Mobile Safari
iPad 2 Mobile Safari
Mac 10 Safari 5.1
Windows 7 Safari 5.1

Thanks!
",https://github.com/Modernizr/Modernizr/issues/1864
1,"TITLE: Optionally set an element to append classes to BODY: I have a use case where I want to use Modernizr but want the CSS classes to be appended to a certain element in the DOM that's not the html tag.

I could use the JS API to append the features I care about, but thought I'd see if anyone else would find being able to specify a different element useful/if it fits the design ideals first. Happy to create a PR if so
",https://github.com/Modernizr/Modernizr/issues/1882
1,"TITLE: Flash blocking detection fails if the tab is out of focus BODY: Modernizr always returns Modernizr.flash.blocked = true if the tab is out of focus. 

Tested in last stable Windows and Mac Chrome build, Safari 9.0.3 for Mac, last stable version of Firefox for Mac (I imagine Windows it's going to be the same).

You can test it by running the tests page, type the url, press enter, focus another tab and return once page is loaded: https://modernizr.github.io/Modernizr/test/

I guess if the check waits for the tab to be focused we could solve this problem...
",https://github.com/Modernizr/Modernizr/issues/1885
5,"TITLE: Can we re-run tests ? BODY: It appears that when Modernizr executes it set the state of all tests and it is not possible to re-evaluate any/all tests.

The reason I ask is that we have some conditional polyfills that would change a test from false to true.  Actually working out when the polyfill script is downloaded AND executed is problematic cross-browser so we need constantly check in a timeout/interval.

At the moment I'm explicitly setting the Modernizr.{test} to true at the end of the polyfill ( which also means I have to update the polfill script ) but it would be nice just to ask Modernizr to re-evaluate all loaded tests.  
",https://github.com/Modernizr/Modernizr/issues/1911
5,"TITLE: Download builder doesn't work properly in Safari BODY: If I use the Modernizr download builder in Safari and filter the list of features, the custom build only includes the checked features that are visible within the filter.

For example, I wanted to download a custom build to detect CSS Animations and CSS Pointer Events. So I filtered the list to ""animations"" and checked ""CSS Animations,"" then filtered the list to ""pointer"" and checked ""CSS Pointer Events.""

With the filter still set on ""pointer,"" when I click the Build button and download the build, it only includes the detect for CSS Pointer Events. But if I clear the filter first and then download, the build includes both detects as expected.

This only happens in Safari (9.0.3); I tried the same in Firefox and it works as expected.
",https://github.com/Modernizr/Modernizr/issues/1921
5,TITLE: Form input types not working BODY: Classes for input types are not appended to the HTML element.,https://github.com/Modernizr/Modernizr/issues/2173
1,"TITLE: vwunit issue in IOS browser BODY: I'm having some weird issues while detecting vwunit in ios devices.

I've build my own custom detection in Modernizr.com,
While only selecting vwunit for my detection, ios devices will return false,
but when adding both vwunit and vhunit, vwunit will return true.

![12674119_10153651000993853_1468572724_n](https://cloud.githubusercontent.com/assets/6106265/13872424/922eacb6-ed25-11e5-8dec-e67686b2982d.jpg)
![12596210_10153651000983853_806662406_n](https://cloud.githubusercontent.com/assets/6106265/13872425/922f39c4-ed25-11e5-971f-5f4cbffce35e.jpg)
",https://github.com/Modernizr/Modernizr/issues/1930
1,"TITLE: FeatureDetects for audiopreload, videoautoplay, and blobworkers are flakey. BODY: Repro's in the latest version of Chrome and Edge in both v3.3.1 and master branches of Modernizr
### Steps
1. Run tests @ https://modernizr.github.io/Modernizr/test/ 10 times.
2. Notice that the feature detection results for _audiopreload_, _videoautoplay_ and _blobworkers_ fluctuates between **pass** and **fail** a handful of times. 
",https://github.com/Modernizr/Modernizr/issues/1933
5,"TITLE: Chrome 50 no longer allows geolocation on unsecure pages (http) BODY: Just saw the [news for chrome 50](https://developers.google.com/web/updates/2016/04/geolocation-on-secure-contexts-only) that geolocation is not going to work on http pages but it still returns true for our test `'geolocation' in navigator` and infact will only show an unhelpful warning in chrome only when you request the position.

![screen shot 2016-04-30 at 4 26 23 pm](https://cloud.githubusercontent.com/assets/143402/14934309/59092fa0-0ef0-11e6-9af9-47e92e5587bc.png)

I've added a [comment to a bug report](https://bugs.chromium.org/p/chromium/issues/detail?id=605938#c3) saying the warning is too ambiguous and they've mentioned that they'll throw an error on `navigator.geolocation.getCurrentPosition()` calls but it'd be ideal if `'geolocation' in navigator` just returned false instead.

Tracking issue here until we know what direction they'll be taking.
",https://github.com/Modernizr/Modernizr/issues/1966
2,"TITLE: CSS transforms on SVG elements BODY: Would like to be able to detect whether or not CSS transforms are supported on SVG elements. I know IE doesn't currently support it.
",https://github.com/Modernizr/Modernizr/issues/1985
2,"TITLE: On pageload HTML5 input element with autofocus losing focus  BODY: On pageload the function ""test_hyphens_find"" will unfocus an HTML5 input element with attribute autofocus.

Using 3.3.1 with all features..
",https://github.com/Modernizr/Modernizr/issues/1987
5,"TITLE: Modernizr.hasEvent doesn't work with animationend BODY: The hasEvent method doesn't seem to detect when the animationend event is supported.

The following code evaluates to false in FF 45.

```
Modernizr.hasEvent(""animationend""); // false
```
",https://github.com/Modernizr/Modernizr/issues/1997
1,"TITLE: Modernizr failing to know when WebGL has been disabled. BODY: Hi there. 

I'm utilizing Modernizr to test for WebGL. Whenever I disable WebGL in my browser, Modernizr still thinks its enabled. I've disabled WebGL in Chrome and Firefox; both times, Modernizr acts as if it's still enabled and so my page happily runs (though my graphics don't, which proves that WebGL _is_ disabled).

For example:

```
if (!Modernizr.webgl) {
   alert(""NO!"");
}
else if (Modernizr.webgl) {
   alert(""YES!"");
}

```

With the above code, whether WebGL is enabled or disabled, the window alerts, ""YES!"". Again, when WebGL _is_ disabled, no graphics load as expected. I also know that I can inspect the HTML class and CSS; both return `webgl` as opposed to `no-webgl`.

Interestingly, my IDE cannot resolve ""webgl"" in (Modernizer.webgl), yet a TRUE value still falls through. I checked modernizer-custom.js to check if the webgl feature test was in there and it is.

Any suggestions?

Thanks :]
",https://github.com/Modernizr/Modernizr/issues/2009
5,"TITLE: modernizr cli can run into problems with backslashes BODY: I noticed this problem when running the modernizr cli tool as part of a build on Azure App Service.

I get a message like the following:

```
remote: { Error: Tried loading ""lib/build-query"" at \\$IPADDRESS\volume-9-default\24032db7207b2c60a484\7c6db8ef7adc465e85f15883daaeb24d\site\repository\node_modules\modernizr\lib/../src/\\$IPADDRESS\volume-9-default\24032db7207b2c60a484\7c6db8ef7adc465e85f15883daaeb24d\site\repository\node_modules\modernizr\lib/build-query.js then tried node's require(""lib/build-query"") and it failed with error: Error: Cannot find module 'lib/build-query'
```

Since my build is running in a Docker container I was confused about the backslashes for a while, but I realised the part of the build that is tripping up is running on Windows (explaining the `remote:` part of the log message).

It seems like the cli tool and underlying tools should try to normalise backslashes in paths.
",https://github.com/Modernizr/Modernizr/issues/2019
2,"TITLE: detect ability to open multiple video streams concurrently BODY: How to detect what is possible in regarding to opening multiple video streams concurrently?

For example, on macOS Chrome it is possible to open multiple html5 videos on the same page.
This is not possible on some chromebooks.
",https://github.com/Modernizr/Modernizr/issues/2041
2,"TITLE: CSS: Generated Content Transition BODY: Hi, I read all of these search results : 
[Modernizr Issues on transiton generated content](https://github.com/modernizr/modernizr/issues?q=css+generated+content+is%3Aclosed).
but I didn't understand how to fix this problem. I need to detect this feature. 
Could help me? 
",https://github.com/Modernizr/Modernizr/issues/2048
2,"TITLE: How about automatic commit message style validation? BODY: In comparison to, for example, [agnuar.js](https://github.com/angular/angular.js/commits/master) or [jquery](https://github.com/jquery/jquery/commits/master), modernizr has a rather ragtag commit history where developers do not really follow any particular message style. Would you like your commit history to look more unified?

A possible way to support a single commit message style is to have a git hook that checks the style, like so:

![record_ember](https://cloud.githubusercontent.com/assets/962850/17145358/ddf91c8e-536a-11e6-8087-03e36cb05811.gif)

And you guessed it, there is an npm module [`commitplease`](https://www.npmjs.com/package/commitplease) that does just that and is used by jQuery Core, jQuery UI, jQuery Mobile, Globalize and QUnit. Would you like to give that a try?

Disclaimer: I am developing for commitplease
",https://github.com/Modernizr/Modernizr/issues/2050
