Test passes with typo in <link href ..> that prevents Lobster font loading,1
passed with funky code.,1
"""Identifier 'dataset' has already been declared""  (Works only when const is commented out)",1
Tests passing with wrong text,1
The code seems right to me but the test fails,1
"code is correct but still telling me to ""keep trying""",1
console statements not displaying result,1
Not giving error when semicolon is missing at the return statement,1
Test fails in Firefox but passes in Chrome:,1
Create an ordered list has an issue with test cases.,1
Test case bug in 'Generate Random Whole Numbers within a Range',1
"CodePen to all-HTTPS, breaking all ajax calls to HTTP endpoints",1
Test seem to pass even if code is incorrect,1
Inappropriate use of variables teaches bad habit,3
Rename Link from Smallest Common Multiple to Least Common Multiple,2
"CSS Naming Methodology, Unit and Integration Testing",3
"Broken in Firefox, but Works in Chrome.",1
"Remove the views for CoC, Privacy and the ToS",1
Wrong output test in advanced algorith challange: symmetric difference,1
Applied Visual Design: Learn about Tertiary Colors,2
Map the Debris uses a straight equality check for double precision floating point numbers numbers.,2
Requesting several new lessons regarding functions in the Basic JavaScript Track,2
Challenge create-a-more-complex-shape-using-css-and-html has an issue.,1
On Android not working,1
Learner can erroneously change myArray by hand,1
Adjusting the Padding of an Element-not mobile friendly,1
Wrong text in https://www.freecodecamp.com/challenges/use-spans-for-inline-elements,2
Excercise based on deprecated API,1
Link to profile on beta fcc doesn't work,1
Error in Theory of JS,1
"Bug in the Editor, Applied Accessibility: Use tabindex to Specify the Order of Keyboard Focus for Several Elements",1
Counting Cards,2
"Pass allowed with wonkey result, Add Font Awesome Icons to our Buttons(76)",3
Tests for Basic Node and Express doesn't work. [Beta],1
"Feedback on page ""Basic Front End Development Projects"" / ""Get Set for our Front End Development Projects""",2
FreeCodeCamp Badges,3
Border-radius displays as right angle,1
Challenge [use-class-syntax-to-define-a-constructor-function] passes with incorrect solution,1
Sum All Odd Fibonacci Numbers,2
its not going further i wrote the code right,1
"""Hello World"" Run Test issue on Win 10 Edge Browser",1
Issue: Not registering the task is complete,1
Cant' understand how we are going to target 2nd child of 'well' if we have not mentioned element 'well' anywhere in the query..,2
Beta: ES6: Create an Export Fallback with export default,3
Sticky Highlighting on 'Community' Nav Bar Button,1
Sass Use @each to map over items in a list,2
Sass  Apply a Style Until a Condition is Met with @while,2
"Create static page to replace current ""How our Nonprofit Projects Work"" page",3
Move from freecodecamp.com to freecodecamp.org,3
error on api of fcc,1
Lessons that I've Taken are Not Showing as Completed!,1
Applied Visual Design: Adjust the background-color Property of Text,3
Escaping Literal Quotes in Strings,1
Solution is not flexible?,2
Firefox doesn't play animations on first try,1
Change color/background color in Night Mode preview,3
React : Challenge no. 47,2
Missing tests. Poss related to issue #13498,1
Functional Programming Challenges introduced later,2
Use Colorblind-OK colors in box model challenges,3
Manage a Book Trading Club Application Error,1
"Recieveing error stating that i used a case, switch, or if else statement but did not use any of them.",1
"I don't understand the instructions to ""use strict"";",2
Modal heading color scheme,1
Bug in Build a Recipe Box reference implementation,1
Use a Mixin Under Object Oriented Programming FCC Beta,2
Testing bug,1
JSON & API curriculum doesn't prepare students for Intermediate Front-End Challenges,2
Archive and close Core Team chat room in favor of Contributors room,2
Accessing Nested Objects - get a hint - link private?,1
issue found inspite the right code (target even number elements using jQuery),1
Counting Cards is unclear or too difficult,2
Profile Lookup is unclear or too difficult,2
Word Blanks challenge is too hard or unclear,2
Code Golf is too hard or unclear,2
beta HTML does not preload for any challenge,1
Return statement  not displaying in Beta,1
Display meaningful placeholder usernames in for new signups,3
Invisible Challenge in Basic Algorithm Scripting (Beta),1
Accessibility: Windows and Mac: Screen Reader Will Not Speak the Edit Box in the Code Window,1
Screen Reader Can't Get to the Button To Confirm a Code Reset,1
`box-sizing` for adding border css challenge,2
"Change mention of ""operator"" to ""notation"" in Object Access",2
Find longest word in a string function naming,3
Understanding Uninitialized Variables | Allows you to edit variable directly below allowed edits line.,2
Accessibility: Please add main landmark to indicate where main content starts  exercise screens for more efficient Navigation,3
[FCC Beta] Test suite failing on SASS Challenge (Use @each to Map Over Items in a List),1
Beta - Test Case Broken - Sass: Use @for to Create a Sass Loop,1
Move Fahrenheit Variable Below Comment Line,3
"""Ask for help"" button that pre-populates forum post",3
Name attribute considered obsolete on anchor tags (Beta),1
Choose 5 algorithm challenges to be required for the new Algorithms and Data Structures certificate,2
"Course Idea: Online Interactivity (Canvas, SVG, etc)",3
"Stuck on ""running tests"" for entire APIs and Microservices section",1
User Profile Streak Chart uses different date/time than the table below it,1
Create a Controlled Form challenge does not actually create a form,1
rails new does not work with --webpack and --skip-bundle on Rails 5.1,1
head method inside a format.any results in an incorrect Content-Type,1
System test with Selenium Fails with EOFError,1
ActiveRecord::RecordNotUnique: Mysql2::Error: Duplicate entry '' for key 'PRIMARY': INSERT INTO ar_internal_metadata,1
`#blank?` fails on non-UTF8 strings,1
How to disable stdout logger in development in 5.1,2
Inflector + I18n fallbacks do not play well together,1
Rails constant autoloading fails to load modules transitively.,1
assert_routing fails due to assert_recognizes not returning path in expected options,1
Unexpected count value with Rspec + Worker +.deliveries.count,1
AR::Base#save doesn't assert valid keys,1
Arrays of hashes deserialized with HWIA,1
MissingAttributeError goes away after save,1
url_for() produces path with double namespace,1
Bring back before_filter and friends as aliases,3
Validation run twice in association if parent updated since rails 5.1,1
Flash.now is not rendered when form_with is used,1
AR containing an attribute of it's pluralized name cause typecasting exceptions.,1
form_with - rails_ujs error on submit,1
More info on previous_changes deprecation message.,2
Multiple calls to validate with same symbol will overwrite it,1
db:structure:load broken on linux with a default postgres install,1
Record not touched when removing associated has_many through,1
enable_extension regression in 5.1?,1
weird behavior of per_form_csrf_tokens,1
Special characters in app directory path causes 'rails server' to fail on Windows systems,1
"When migrating down, enable_extension will delete every column from every table that use the extension",1
Clarify ActiveSupport String#first and String#last behavior for negative limit value,2
rails db:migrate db:seed cannot be run in the same command as of v5.1,1
rails 5.1: validates_associated in polymorphic associations: parent is not set,1
ActiveRecord::HasManyThroughOrderError,1
Using .unscope with a default_scope that has .or(where....) in it,1
`db:schema:load_if_ruby` also runs `db:create`,1
"where.not(postgres_array_column: [nil, '{}']) generates different query in 5.1",1
Interface of ajax callbacks.,2
Random ActiveRecord::StatementInvalid: PG::UndefinedTable: ERROR(s) after upgrading to Rails 5.1.1,1
Bug with tz aware range types array,1
Creating a scaffold for a Model with a reference shows the memory address of the associated model rather than the id in the index and show html files.,1
ActionCable: disconnect/unsubscribed never called,1
ActiveSupport::TimeZone.us_zones behavior changed between Rails 5.0.2 and 5.0.3,2
ActiveRecord::AttributeMethods::Dirty 5.1 stuck in inconsistent state if autosave :has_many aborts save.,1
Reformat implicit render exception,3
"PG::AmbiguousColumn: ERROR:  column reference ""name"" is ambiguous",1
Rails 5.1 STI - STI associations cannot be used with has_one,1
rails dev:cache failed to restart the Rails server with custom pid file path,1
ActionCable::Connection::Base#disconnect not called if cable client lost network connection,1
after_commit doesn't work with optimistic locking,1
Order of query results is inconsistent,1
model w/o primary key defined as association beeing eager loaded is not populated,1
action cable disconnects when files change,1
Segmentation fault with postgresql_adapter,1
:format in routes gets appended to url even if it's not there,1
Rails 5.1.x does blow up when queries are executed within model class definition,1
Inconsistent collection setter behaviour (has_many / has_many through),1
Getting_started.md Basic Auth required twice,1
"""Couldn't find template for digesting"" error with js.erb views",1
"database.yml, Only numbers in database name",1
Session in controller to not always have the same class,1
Scopes behaviour change?,4
Active Model cache is out of date after using db:migrate as a prerequisite,1
Can't find partial when controller subclasses another controller,4
rails-ujs prematurely enables disabled elements for XHR requests with redirects,1
Problem in ActiveJob::QueueAdapters::SneakersAdapter::JobWrapper reads only from default queue,1
Rails stats command counts files only from the hardcoded list,1
Objects built by ActiveRecord::AssociationRelation#or have incorrect associations?,1
`rails server` doesn't listen on `localhost` on Linux,1
`ActionDispatch::DebugExceptions` won't show an exception if it itself throws an exception,1
actioncable reconnect same connection and resend same actions again.,4
"No route matches [GET] ""/favicon.ico""",1
Params wrapper is trying to safe_constantize wrong class based on url instead of what is present,1
When LoadError#path is nil LoadError#is_missing? throws NoMethodError,1
A question about cursors support,4
"Can't download attachments with russian letters in name (from issue) in Redmine 3.4.0 with Rails 4.2.9, but work corect with Rails 4.2.8",1
Deadlock between ParamsWrapper#model and Loadable#require_or_load,1
eager_loading has_one association not taking default scoped order into account,1
Which is the proper order to handle exception.cause  in ActiveSupport::Rescuable#rescue_from ?,4
[ActiveRecord] after_commit callback is called when update fails within explicit transaction block,1
"rails new --webpack --skip-sprockets still creates the assets folder, doesn't set up Webpacker for CSS",1
Entire Rails.root is being watched when watchable_dirs contains non-existing directory,1
Error in production env not manifested in dev/test environments,1
ActiveRecord::Relation#cache_key throws error for some distinct collections.,1
"Polymorphic has_many :through, #association= does not delete existing join records if source is polymorphic",1
bug template does not run,1
Reseeding ignores engines' migrations paths,1
Stray characters may be returned on render as xml,1
namespaced controller inside engine cannot be called in production,1
ActiveRecord's before_update is called on create,1
ruby  on rails guide 5.1.2 kindle download link is broken,1
Rails::Secrets.encrypt should work even if secrets.yml.key doesn't exist,3
Unnecessary number of deprecation warnings in ActiveRecord::AttributeMethods::Dirty,3
Strong parameters doesn't permit all nested attributes if key is not numeric,1
The X-Forwarded-Host HTTP header is always trusted and is used in url_for,1
bin/test is not using the Rails test reporter,1
Autoloading guide should mention `eager_load_paths`,3
Unable to parse `filter_parameters` in development environment leads to unclear error message,1
Class-specific virtual attribute not writable after using `becomes`,1
Support for multiple foreign keys in ActiveRecord::Associations?,3
ActionController::RoutingError returns 500 (via fail-safe) rather than the expected 400 when POST parameters are invalid,1
"Calling ""unscope"" from inside another scope breaks STI in 5.0.5",1
bundle exec rails new ~/my-test-app --dev failed on window host,1
